2240	o_B
7105	o_M
4246	o_M
21224	o_E
962	c_B
13514	c_M
2203	c_M
17735	c_E
16929	o_B
4531	o_M
5025	o_M
17145	o_M
9685	o_M
6601	o_M
6905	o_M
2128	o_M
21224	o_M
9460	o_M
3424	o_M
19421	o_M
5815	o_M
6601	o_M
18736	o_M
21224	o_M
6441	o_M
7230	o_M
1027	o_M
364	o_M
659	o_M
12617	o_M
8387	o_M
15822	o_M
15274	o_E

17624	o_B
9942	o_M
8428	o_M
16419	o_E
7040	c_B
6000	c_M
4250	c_E
3445	o_B
8617	o_M
14126	o_M
14244	o_M
17831	o_M
13487	o_M
6000	o_M
19936	o_M
5379	o_M
11133	o_M
21224	o_M
20743	o_M
2289	o_M
19415	o_M
17705	o_M
10925	o_E
12610	c_B
16929	c_M
4303	c_E
10571	o_S
2473	c_B
18699	c_M
7700	c_M
4509	c_E
20808	o_M
7664	o_E
6023	c_B
2819	c_E
10571	o_S
16093	c_B
16929	c_M
12550	c_E
4509	o_B
20808	o_M
7664	o_E
8624	c_B
2819	c_E
10571	o_S
3268	c_B
7666	c_E
4509	o_B
20808	o_M
9199	o_M
13751	o_M
21097	o_M
6642	o_M
13309	o_M
12664	o_M
6384	o_M
10869	o_M
4244	o_M
21224	o_M
3940	o_M
13623	o_M
2699	o_M
12772	o_M
3166	o_M
20027	o_M
2438	o_M
8197	o_M
19429	o_M
16201	o_M
13092	o_M
11743	o_M
7664	o_M
18799	o_M
13487	o_M
16201	o_M
13262	o_M
18971	o_M
8197	o_M
20790	o_M
16374	o_M
15274	o_E

12193	o_B
5852	o_M
16712	o_M
17885	o_M
16512	o_M
14123	o_M
15833	o_M
17296	o_M
14077	o_M
3441	o_M
6967	o_M
12610	o_M
4246	o_M
21224	o_M
3652	o_M
19696	o_M
159	o_M
3441	o_M
17565	o_M
8041	o_M
9452	o_M
15833	o_M
7664	o_M
7356	o_M
13670	o_M
14123	o_M
7706	o_M
3988	o_M
14091	o_M
3380	o_M
13513	o_M
18952	o_M
14640	o_M
20958	o_M
16908	o_M
3133	o_M
875	o_M
18620	o_M
17186	o_M
21224	o_M
8387	o_M
20359	o_M
2819	o_M
8197	o_M
15833	o_M
7356	o_M
13670	o_M
1032	o_M
7230	o_M
19247	o_M
5884	o_M
7664	o_M
11330	o_M
15041	o_M
12333	o_M
5517	o_M
5163	o_M
14126	o_M
21115	o_M
15274	o_E

8487	o_B
8217	o_M
21224	o_E
6571	c_B
2764	o_M
7706	o_M
17597	o_M
3445	o_E
11309	c_B
3043	c_M
3027	c_E
9211	o_B
20958	o_M
10925	o_M
13487	o_M
11645	o_M
15274	o_E

3545	o_B
10520	o_M
18199	o_M
11068	o_M
9954	o_M
14477	o_M
19127	o_M
17565	o_M
21224	o_M
14477	o_M
4077	o_M
14123	o_E
19832	b_B
15762	b_M
19421	b_M
11530	b_M
3421	b_M
6134	b_M
18057	b_M
75	b_M
11978	b_M
12610	b_M
11068	b_M
14478	b_M
8732	b_M
7040	b_E
1856	o_B
7664	o_E
16468	b_B
20470	b_M
14459	b_M
6437	b_M
10699	b_M
11068	b_M
14478	b_M
8732	b_M
7040	b_M
1856	b_E
7664	o_S
16341	a_B
17253	a_M
3421	a_M
75	a_E
8041	o_B
11068	o_M
14478	o_M
8732	o_M
7040	o_M
1856	o_M
159	o_M
717	a_B
12302	a_M
14459	a_M
13514	a_M
6229	a_M
11068	a_M
14478	a_M
8732	a_M
7040	a_E
1856	o_B
6255	o_M
18826	o_M
15274	o_E

1027	o_B
5808	o_M
12172	o_M
6967	o_M
8572	o_E
4246	b_B
19311	b_M
20827	b_M
19421	b_E
8197	o_B
2819	o_M
20359	o_M
17186	o_M
13513	o_M
18850	o_M
4859	o_M
18705	o_M
3083	o_M
15345	o_M
1173	o_M
21224	o_M
18158	o_M
15822	o_M
4246	o_M
19311	o_M
18158	o_M
16496	o_M
3445	o_M
2896	o_M
20827	o_M
19421	o_M
8197	o_M
5026	o_M
18802	o_M
17808	o_M
4859	o_M
18705	o_M
3083	o_M
15345	o_M
1173	o_M
6051	o_M
16980	o_M
15274	o_M
12617	o_E

20170	o_B
2969	o_M
14803	o_M
16496	o_M
15822	o_M
21224	o_M
17325	o_M
19311	o_M
10226	o_M
3988	o_M
19184	o_M
20359	o_M
2643	o_M
19184	o_M
6051	o_M
1866	o_M
13550	o_M
13529	o_M
16805	o_M
13751	o_M
2969	o_M
6384	o_M
15041	o_M
21224	o_M
7251	o_M
10223	o_M
20958	o_M
17219	o_M
5736	o_M
15274	o_E

17225	o_S
14908	c_B
11806	c_M
11990	c_E
16512	o_B
4114	o_M
16046	o_M
3738	o_M
7379	o_E
7047	a_B
15020	a_M
1856	a_E
12788	o_B
1856	o_M
16980	o_E
10427	c_B
2573	c_M
537	c_M
6443	c_E
17145	o_S
1027	a_B
6006	a_M
959	a_E
12617	o_B
2557	o_M
5930	o_M
8197	o_M
8952	o_M
19977	o_M
21224	o_M
7047	o_M
15020	o_M
1856	o_M
9391	o_M
17831	o_M
21097	o_E
6057	c_B
18850	c_M
17851	c_M
20067	c_M
14119	c_M
18222	c_M
537	c_E
18496	o_B
11123	o_M
17789	o_M
3738	o_M
7384	o_M
2135	o_M
21224	o_M
13159	o_M
16512	o_M
19936	o_M
21224	o_E
14908	c_B
11806	c_M
11990	c_E
16046	o_B
9254	o_M
15287	o_M
7047	o_M
15020	o_M
1856	o_M
11167	o_M
13146	o_M
11384	o_M
9452	o_M
4779	o_M
8197	o_M
10072	o_M
11123	o_M
16374	o_M
4921	o_M
15274	o_E

20859	o_B
18538	o_M
10925	o_M
10240	o_M
15402	o_M
16550	o_M
159	o_M
8041	o_M
8498	c_E
8197	o_B
2503	o_M
20573	o_M
21224	o_M
875	o_M
3486	o_M
15020	o_M
19214	o_M
8197	o_M
21224	o_M
7706	o_M
13751	o_M
15653	o_M
10720	o_M
10925	o_M
7706	o_M
20955	o_M
12419	o_M
21224	o_M
7706	o_M
13751	o_M
2984	o_M
15492	o_M
15653	o_M
19421	o_M
670	o_M
4616	o_M
12419	o_M
15274	o_E

20312	o_B
3061	o_M
6303	o_M
3253	o_M
21224	o_M
2912	o_M
17506	o_M
12052	o_M
7731	o_M
10925	o_M
20451	o_M
10455	o_M
3948	o_M
13552	o_M
12772	o_M
20583	o_M
13751	o_M
19311	o_M
2128	o_M
21224	o_M
5863	o_M
4246	o_M
14123	o_E
10609	b_S
3545	o_B
8197	o_M
2969	o_M
4581	o_M
3133	o_M
1847	o_M
13170	o_M
6967	o_M
3948	o_M
20170	o_M
12772	o_M
10777	o_M
9007	o_M
15274	o_E

4846	o_B
19200	o_M
15692	o_M
1027	o_M
4886	o_M
9596	o_M
12617	o_M
17145	o_M
15212	o_M
8038	o_M
5163	o_M
18826	o_M
8197	o_M
16654	o_M
18016	o_M
21224	o_E
4246	a_B
19311	a_M
20667	a_M
17304	a_M
8331	a_M
2003	a_M
7990	a_M
17047	a_M
1353	a_M
16113	a_M
20027	a_E
19074	o_B
4859	o_M
3380	o_M
7859	o_M
